Head Pose,Left Arm Pose,Right Arm Pose
"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.847998304005088, 0.32982091628272336, -0.41486990682251124, -0.5000000000000001], [2.7755575615628914e-17, 0.7827749746443304, 0.6223048602337666, 0.7499999999999999], [0.5299989400031799, -0.5277134660523575, 0.663791850916018, 0.8000000000000002], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.847998304005088, 0.32982091628272336, -0.4148699068225112, -0.5000000000000001], [0.0, 0.7827749746443304, 0.6223048602337666, 0.7499999999999999], [0.5299989400031799, -0.5277134660523575, 0.663791850916018, 0.8000000000000002], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9999999403953558, -0.00031089788984090525, -0.00020075226609637164, 0.0010242473110177216], [0.0003064017174155221, 0.9997574686904857, -0.022021108787816383, -0.025847263024644455], [0.00020754989702678162, 0.022021046358782444, 0.9997574687103317, -0.01674606556511106], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9528731734017639, -0.011035967161102288, -0.30316818677709967, -0.106553882469452], [-0.03813502984975106, 0.9870536327960161, -0.15579120829478166, 1.2236411141821033], [0.30096255815698275, 0.1600105910025512, 0.9401160448753274, 0.2129691825006611], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9993085861303252, 0.037120029565187486, -0.002097243399362103, -0.0007389716468548445], [-0.03699519834270857, 0.9871733787252895, -0.15530628135398852, 1.1003275900532266], [-0.0036946308827055917, 0.15527649054332757, 0.9878641364300105, -0.02184073742358515], [0.0, 0.0, 0.0, 1.0]]","[[0.5323370099067688, -0.7319837212562561, -0.42522570490837097, -0.30746880173683167], [0.2601313889026642, 0.6194576621055603, -0.7406778335571289, 0.9428919553756714], [0.8055735230445862, 0.28367558121681213, 0.5201722979545593, 0.008124052546918392], [0.0, 0.0, 0.0, 1.0]]","[[0.7848517894744873, 0.6181912422180176, -0.042979151010513306, 0.13717778027057648], [-0.2514905631542206, 0.254366934299469, -0.9338359832763672, 0.9262155294418335], [-0.5663568377494812, 0.743731677532196, 0.35510966181755066, 0.10854183882474899], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9993233681146964, 0.036771455036425225, -0.0008244048957179134, -0.0009100996146298422], [-0.03645091019389665, 0.9871196145796027, -0.15577622958579318, 1.1003218714395522], [-0.004914332371151703, 0.15570088020405518, 0.9877920155324906, -0.0219918550757844], [0.0, 0.0, 0.0, 1.0]]","[[0.7521429657936096, -0.6134361624717712, -0.24078412353992462, -0.2550646662712097], [0.2651786804199219, 0.6162241101264954, -0.7415848970413208, 0.8198375701904297], [0.6032919883728027, 0.4939270317554474, 0.6261588335037231, -0.15574124455451965], [0.0, 0.0, 0.0, 1.0]]","[[0.577042818069458, 0.8138229846954346, 0.06865569204092026, 0.19988848268985748], [-0.24709247052669525, 0.25408709049224854, -0.9350855350494385, 0.8029875755310059], [-0.7784386873245239, 0.5226200819015503, 0.34770870208740234, -0.195344477891922], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9993233681146964, 0.036771455036425225, -0.0008244048957179134, -0.0009100996146298422], [-0.03645091019389665, 0.9871196145796027, -0.15577622958579318, 1.1003218714395522], [-0.004914332371151703, 0.15570088020405518, 0.9877920155324906, -0.0219918550757844], [0.0, 0.0, 0.0, 1.0]]","[[0.7506381869316101, -0.6167064309120178, -0.2370978593826294, -0.25715625286102295], [0.26678672432899475, 0.6112056374549866, -0.7451526522636414, 0.8194855451583862], [0.6044560074806213, 0.4960854649543762, 0.623323380947113, -0.15632174909114838], [0.0, 0.0, 0.0, 1.0]]","[[0.577042818069458, 0.8138229846954346, 0.06865569204092026, 0.19988848268985748], [-0.24709247052669525, 0.25408709049224854, -0.9350855350494385, 0.8029875755310059], [-0.7784386873245239, 0.5226200819015503, 0.34770870208740234, -0.195344477891922], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9993233681146964, 0.036771455036425225, -0.0008244048957179134, -0.0009100996146298422], [-0.03645091019389665, 0.9871196145796027, -0.15577622958579318, 1.1003218714395522], [-0.004914332371151703, 0.15570088020405518, 0.9877920155324906, -0.0219918550757844], [0.0, 0.0, 0.0, 1.0]]","[[0.7506381869316101, -0.6167064309120178, -0.2370978593826294, -0.25715625286102295], [0.26678672432899475, 0.6112056374549866, -0.7451526522636414, 0.8194855451583862], [0.6044560074806213, 0.4960854649543762, 0.623323380947113, -0.15632174909114838], [0.0, 0.0, 0.0, 1.0]]","[[0.5785037875175476, 0.8125776052474976, 0.07106906175613403, 0.19997482001781464], [-0.2445274442434311, 0.2558880150318146, -0.9352685213088989, 0.8032326698303223], [-0.7781641483306885, 0.5236779451370239, 0.3467298448085785, -0.19553151726722717], [0.0, 0.0, 0.0, 1.0]]"
