Head Pose,Left Arm Pose,Right Arm Pose
"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[1.0, 0.0, 0.0, -0.5000000000000001], [0.0, 1.0, 0.0, 0.7499999999999999], [0.0, 0.0, 1.0, 0.8000000000000002], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.847998304005088, 0.32982091628272336, -0.4148699068225112, -0.5000000000000001], [0.0, 0.7827749746443304, 0.6223048602337666, 0.7499999999999999], [0.5299989400031799, -0.5277134660523575, 0.663791850916018, 0.8000000000000002], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9999991655350219, -0.0011402181658961244, 0.0006293174581992466, 0.002380858125551689], [0.0011542257310755183, 0.9997410774120961, -0.02272592995628754, -0.02711843004158456], [-0.0006032419852522183, 0.022726636861115295, 0.999741554271206, -0.017447795347351126], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9999669790281482, -0.00799757165392358, -0.0014279002304331857, 0.001361232956932451], [0.008097054273584302, 0.9668157686361658, 0.2553462942994717, 1.7467166176087185], [-0.0006616338020333566, -0.255349431379926, 0.9668486128665663, -0.011918897794571882], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9999589324012578, -0.008688670749594288, -0.0025690861493669194, 0.0011783132104637183], [0.00905665645487157, 0.966799200785905, 0.2553767011529971, 1.7468139987446194], [0.0002649063553806644, -0.25538947721652516, 0.9668382394173308, -0.012381818742343582], [0.0, 0.0, 0.0, 1.0]]","[[0.48313847184181213, -0.8754612803459167, 0.012025387026369572, -0.2121320366859436], [0.6547624468803406, 0.35215556621551514, -0.6687842607498169, 1.3852331638336182], [0.5812600255012512, 0.33098912239074707, 0.7433592081069946, -0.09398967027664185], [0.0, 0.0, 0.0, 1.0]]","[[0.6474884152412415, 0.7582321763038635, -0.07643674314022064, 0.18542346358299255], [-0.5087505578994751, 0.35539713501930237, -0.7841335535049438, 1.3897898197174072], [-0.5673900246620178, 0.546604573726654, 0.6158667206764221, -0.1289588212966919], [0.0, 0.0, 0.0, 1.0]]"
"[[0.999952077866961, -0.009113645318352842, -0.003573060058287931, 0.0009595876125899029], [0.009724425945973733, 0.966684158670419, 0.2557874172858549, 1.7468436843898456], [0.0011228647555712333, -0.2558099180527383, 0.9667264262542977, -0.013042830751240752], [0.0, 0.0, 0.0, 1.0]]","[[0.4817425012588501, -0.8762015700340271, 0.013959643431007862, -0.21186748147010803], [0.6567817330360413, 0.35046613216400146, -0.6676908731460571, 1.3852839469909668], [0.5801394581794739, 0.33082348108291626, 0.7443076968193054, -0.09417736530303955], [0.0, 0.0, 0.0, 1.0]]","[[0.6449785828590393, 0.7604553699493408, -0.0755658969283104, 0.1854247748851776], [-0.5125494599342346, 0.35712340474128723, -0.780868649482727, 1.38970947265625], [-0.5668294429779053, 0.5423747897148132, 0.6201080083847046, -0.12898218631744385], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9999111294730044, -0.011560707178454067, -0.0066360353437224335, 0.0001623306288150736], [0.012888458732028325, 0.9655362976824556, 0.25994906316898597, 1.7466593680317164], [0.003402137948109781, -0.2600114892850089, 0.9655995355821976, -0.015784519622096812], [0.0, 0.0, 0.0, 1.0]]","[[0.4753936231136322, -0.8795871734619141, 0.01808796636760235, -0.2112216353416443], [0.6671799421310425, 0.34703895449638367, -0.6591166257858276, 1.3835430145263672], [0.5734733939170837, 0.3254077136516571, 0.7518231272697449, -0.0956258773803711], [0.0, 0.0, 0.0, 1.0]]","[[0.6436617970466614, 0.7621781229972839, -0.06916651129722595, 0.1866687536239624], [-0.5106201767921448, 0.3603787124156952, -0.7806370854377747, 1.3894768953323364], [-0.5700583457946777, 0.5377840995788574, 0.621145486831665, -0.1306280791759491], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9999077916138893, -0.011822268280735432, -0.006684606108833665, -2.1620904216861406e-06], [0.013157267209538996, 0.9652540105063983, 0.2609820430072937, 1.746555545605691], [0.0033669430706458137, -0.26104592635305773, 0.9653205258177422, -0.016276908916043963], [0.0, 0.0, 0.0, 1.0]]","[[0.4753936231136322, -0.8795871734619141, 0.01808796636760235, -0.2112216353416443], [0.6671799421310425, 0.34703895449638367, -0.6591166257858276, 1.3835430145263672], [0.5734733939170837, 0.3254077136516571, 0.7518231272697449, -0.0956258773803711], [0.0, 0.0, 0.0, 1.0]]","[[0.6436617970466614, 0.7621781229972839, -0.06916651129722595, 0.1866687536239624], [-0.5106201767921448, 0.3603787124156952, -0.7806370854377747, 1.3894768953323364], [-0.5700583457946777, 0.5377840995788574, 0.621145486831665, -0.1306280791759491], [0.0, 0.0, 0.0, 1.0]]"
