Head Pose,Left Arm Pose,Right Arm Pose
"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.847998304005088, 0.32982091628272336, -0.4148699068225112, -0.5000000000000001], [0.0, 0.7827749746443304, 0.6223048602337666, 0.7499999999999999], [0.5299989400031799, -0.5277134660523575, 0.663791850916018, 0.8000000000000002], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9999999403953527, -0.00037465881559456865, -0.00018424166163872477, 0.001171222039278681], [0.0003704075386894944, 0.999745488162409, -0.0225571317510201, -0.026531632774589205], [0.0001926460015124127, 0.022557061360638, 0.9997455477758562, -0.018718021181960497], [0.0, 0.0, 0.0, 1.0]]","[[0.47719791531562805, -0.8647321462631226, -0.15658992528915405, -0.1633714884519577], [0.36308470368385315, 0.35627201199531555, -0.8609527349472046, 0.8122864365577698], [0.8002821803092957, 0.3539893925189972, 0.4839833378791809, -0.15692225098609924], [0.0, 0.0, 0.0, 1.0]]","[[0.48621779680252075, 0.8629685044288635, 0.13739505410194397, 0.22732587158679962], [-0.18498097360134125, 0.2553149163722992, -0.9489973783493042, 0.8244096636772156], [-0.8540340065956116, 0.4360038638114929, 0.2837715148925781, -0.18453291058540344], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9941145771058447, -0.019931323657247525, 0.10648473468878476, 0.07846229463839842], [0.029212216084387798, 0.9958389995218996, -0.0863212842847167, 1.0563265502902373], [-0.10432115825555154, 0.08892390389191528, 0.9905602344926342, 0.026295509486221745], [0.0, 0.0, 0.0, 1.0]]","[[0.4713643491268158, -0.8674126863479614, -0.1594076156616211, -0.16334231197834015], [0.3664208650588989, 0.357021689414978, -0.8592270016670227, 0.8125054240226746], [0.8022164702415466, 0.34659865498542786, 0.48612546920776367, -0.15706691145896912], [0.0, 0.0, 0.0, 1.0]]","[[0.48640239238739014, 0.8631777167320251, 0.13541366159915924, 0.22731564939022064], [-0.18592911958694458, 0.2536878287792206, -0.9492484927177429, 0.8245975971221924], [-0.8537229895591736, 0.43653932213783264, 0.28388431668281555, -0.18436406552791595], [0.0, 0.0, 0.0, 1.0]]"
"[[0.994206606820887, -0.01918853583596246, 0.10575950404801465, 0.07870600757309963], [0.028403245407719453, 0.9958621858794182, -0.08632373714336461, 1.0562976689744774], [-0.10366546848616524, 0.08882754391542366, 0.9906377202332065, 0.026291908137223992], [0.0, 0.0, 0.0, 1.0]]","[[0.44502177834510803, -0.8835573792457581, -0.14588283002376556, -0.16218160092830658], [0.3921163082122803, 0.3387129008769989, -0.8552883267402649, 0.8129019141197205], [0.8051088452339172, 0.3234187960624695, 0.49719199538230896, -0.1568925529718399], [0.0, 0.0, 0.0, 1.0]]","[[0.48279640078544617, 0.8651326298713684, 0.13584116101264954, 0.22739404439926147], [-0.18244847655296326, 0.25108107924461365, -0.9506158232688904, 0.8248503804206848], [-0.8565161228179932, 0.434169739484787, 0.27906334400177, -0.1844203770160675], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9995384216304873, -0.028724595892228963, -0.009890155863880222, 0.004599253572794739], [0.027761193004450898, 0.9958513377740843, -0.08665673277917246, 1.0564936865777452], [0.012338304895044264, 0.08634217240271233, 0.996189117568081, -0.0202104536123661], [0.0, 0.0, 0.0, 1.0]]","[[0.3170735538005829, -0.9286504983901978, -0.19254155457019806, -0.21240124106407166], [0.4157823622226715, 0.3185788691043854, -0.8518404364585876, 0.8136512637138367], [0.8524019122123718, 0.19004051387310028, 0.48712965846061707, -0.22857508063316345], [0.0, 0.0, 0.0, 1.0]]","[[0.5767566561698914, 0.8105667233467102, 0.10165153443813324, 0.17646609246730804], [-0.179717555642128, 0.24728256464004517, -0.9521304965019226, 0.8249502182006836], [-0.7969021797180176, 0.5308789610862732, 0.28829509019851685, -0.21261991560459137], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9995307922279872, -0.028903396694586803, -0.010140242558242639, 0.004522820369380317], [0.027925213904454196, 0.9958980680125096, -0.08606551655230314, 1.056388483180087], [0.012586233634231734, 0.08574196628632755, 0.9962378739769836, -0.02005580039494313], [0.0, 0.0, 0.0, 1.0]]","[[0.2451332062482834, -0.9524684548377991, -0.18086880445480347, -0.21112923324108124], [0.47005265951156616, 0.2799312472343445, -0.8370716571807861, 0.8149508237838745], [0.8479151725769043, 0.12017618864774704, 0.5163307785987854, -0.22573387622833252], [0.0, 0.0, 0.0, 1.0]]","[[0.5721032619476318, 0.8137310147285461, 0.10266265273094177, 0.17665231227874756], [-0.1818346530199051, 0.24789386987686157, -0.9515695571899414, 0.8247056007385254], [-0.7997711896896362, 0.5257284045219421, 0.2897854447364807, -0.21264515817165375], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9995323419732071, -0.02893853801515557, -0.009881388450510386, 0.004473857889635754], [0.027981904715032816, 0.9958928230613882, -0.08610759319270987, 1.056377753563848], [0.01233263122057212, 0.08579082398210632, 0.9962368604154933, -0.019997634722969417], [0.0, 0.0, 0.0, 1.0]]","[[0.22053174674510956, -0.9572944045066833, -0.1869574785232544, -0.21078133583068848], [0.47946950793266296, 0.27331626415252686, -0.8339107036590576, 0.8159027695655823], [0.8493966460227966, 0.09426332265138626, 0.5192684531211853, -0.22547118365764618], [0.0, 0.0, 0.0, 1.0]]","[[0.5716375112533569, 0.8138005137443542, 0.1046864241361618, 0.17688898742198944], [-0.17616479098796844, 0.24634115397930145, -0.9530383348464966, 0.8244107365608215], [-0.8013716340065002, 0.5263504385948181, 0.2841808497905731, -0.21320271492004395], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9995242953271047, -0.029361799182215258, -0.009436749097855874, 0.004175202346531938], [0.028446495710095842, 0.9959136841922103, -0.08571313110355282, 1.0563037676750022], [0.011914878907648741, 0.08540391388174148, 0.9962751867187616, -0.01983460913266913], [0.0, 0.0, 0.0, 1.0]]","[[0.19049614667892456, -0.9640297293663025, -0.18535874783992767, -0.21005360782146454], [0.5045971274375916, 0.2581193149089813, -0.823866605758667, 0.8172460794448853], [0.8420765995979309, 0.06341192126274109, 0.5356173515319824, -0.22391600906848907], [0.0, 0.0, 0.0, 1.0]]","[[0.5789986848831177, 0.8103091716766357, 0.09033060073852539, 0.1767387092113495], [-0.17591829597949982, 0.23233865201473236, -0.9565936923027039, 0.8240941166877747], [-0.7961239218711853, 0.5379756689071655, 0.2770719826221466, -0.21355237066745758], [0.0, 0.0, 0.0, 1.0]]"
