Head Pose,Left Arm Pose,Right Arm Pose
"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.847998304005088, 0.32982091628272336, -0.4148699068225112, -0.5000000000000001], [0.0, 0.7827749746443304, 0.6223048602337666, 0.7499999999999999], [0.5299989400031799, -0.5277134660523575, 0.663791850916018, 0.8000000000000002], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9998422861146455, 0.015047459156029242, 0.009432074766914328, 0.000668681179677305], [-0.01639761567044972, 0.9861674893945319, 0.1649387265032296, 1.1745019511273804], [-0.006819696943898718, -0.16506738118472072, 0.9862586866708125, -0.012261422192528397], [0.0, 0.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[0.9998422861146455, 0.015047459156029242, 0.009432074766914328, 0.000668681179677305], [-0.01639761567044972, 0.9861674893945319, 0.1649387265032296, 1.1745019511273804], [-0.006819696943898718, -0.16506738118472072, 0.9862586866708125, -0.012261422192528397], [0.0, 0.0, 0.0, 1.0]]","[[0.5836369395256042, -0.8081365823745728, -0.07926549762487411, -0.21236222982406616], [0.39895758032798767, 0.37040358781814575, -0.8388287425041199, 0.8594917058944702], [0.7072485685348511, 0.4579477608203888, 0.538593590259552, -0.09131339192390442], [0.0, 0.0, 0.0, 1.0]]","[[0.6621538400650024, 0.7476611733436584, -0.05054594948887825, 0.15601420402526855], [-0.2613265812397003, 0.1671697050333023, -0.9506641030311584, 0.8627869486808777], [-0.7023251056671143, 0.6426947712898254, 0.30607593059539795, -0.12503480911254883], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9998571276670325, 0.016269132527325574, 0.004587329466503894, 0.0012613576565342372], [-0.016805572402860697, 0.9859282961320811, 0.16632195767785063, 1.1743367964264504], [-0.001816863884541358, -0.16637528482054717, 0.9860608586826094, -0.012274293345112097], [0.0, 0.0, 0.0, 1.0]]","[[0.5836369395256042, -0.8081365823745728, -0.07926549762487411, -0.21236222982406616], [0.39895758032798767, 0.37040358781814575, -0.8388287425041199, 0.8594917058944702], [0.7072485685348511, 0.4579477608203888, 0.538593590259552, -0.09131339192390442], [0.0, 0.0, 0.0, 1.0]]","[[0.6621538400650024, 0.7476611733436584, -0.05054594948887825, 0.15601420402526855], [-0.2613265812397003, 0.1671697050333023, -0.9506641030311584, 0.8627869486808777], [-0.7023251056671143, 0.6426947712898254, 0.30607593059539795, -0.12503480911254883], [0.0, 0.0, 0.0, 1.0]]"
"[[0.999852597706301, 0.016518741417636304, 0.004683385214761353, 0.001297068422801411], [-0.017067937608848182, 0.9859013562003198, 0.16645491389484487, 1.1742490345334673], [-0.0018677300931955808, -0.1665103110864631, 0.9860379691393463, -0.012348979340094195], [0.0, 0.0, 0.0, 1.0]]","[[0.5771183967590332, -0.8124164938926697, -0.08314834535121918, -0.21174973249435425], [0.4020135700702667, 0.37124350666999817, -0.8369964957237244, 0.860062837600708], [0.710858166217804, 0.44961923360824585, 0.5408540368080139, -0.0918072760105133], [0.0, 0.0, 0.0, 1.0]]","[[0.6699954867362976, 0.7405267953872681, -0.052210573107004166, 0.15640681982040405], [-0.2614814043045044, 0.16958369314670563, -0.9501939415931702, 0.8632031679153442], [-0.6947901844978333, 0.6502777338027954, 0.3072543740272522, -0.12490808963775635], [0.0, 0.0, 0.0, 1.0]]"
"[[0.999837398532699, 0.017251391169827237, 0.005248278827876065, 0.001913215476398657], [-0.01788609826822972, 0.9857655771022417, 0.16717140814661743, 1.1738595005900259], [-0.002289633283853321, -0.1672380969822431, 0.9859138719760695, -0.012927851879163295], [0.0, 0.0, 0.0, 1.0]]","[[0.5771183967590332, -0.8124164938926697, -0.08314834535121918, -0.21174973249435425], [0.4020135700702667, 0.37124350666999817, -0.8369964957237244, 0.860062837600708], [0.710858166217804, 0.44961923360824585, 0.5408540368080139, -0.0918072760105133], [0.0, 0.0, 0.0, 1.0]]","[[0.6699954867362976, 0.7405267953872681, -0.052210573107004166, 0.15640681982040405], [-0.2614814043045044, 0.16958369314670563, -0.9501939415931702, 0.8632031679153442], [-0.6947901844978333, 0.6502777338027954, 0.3072543740272522, -0.12490808963775635], [0.0, 0.0, 0.0, 1.0]]"
"[[0.99982041121106, 0.018036116220550513, 0.0058143786261471595, 0.002052586827478862], [-0.018754537842674293, 0.9857444759951546, 0.16720090619325279, 1.173748658302712], [-0.002715836501246442, -0.1672799307942425, 0.9859057071998193, -0.013252730202384065], [0.0, 0.0, 0.0, 1.0]]","[[0.5724927186965942, -0.8151248097419739, -0.08845015615224838, -0.21071264147758484], [0.4013024866580963, 0.37264296412467957, -0.8367156982421875, 0.86232990026474], [0.7149882316589355, 0.4435182809829712, 0.5404471755027771, -0.0946420207619667], [0.0, 0.0, 0.0, 1.0]]","[[0.6706205606460571, 0.7401837706565857, -0.048947304487228394, 0.15893152356147766], [-0.25389984250068665, 0.16703779995441437, -0.9526975750923157, 0.8636882305145264], [-0.6969954967498779, 0.6513261795043945, 0.2999517023563385, -0.1262706220149994], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9998188018900747, 0.01806724313355431, 0.005993736348636581, 0.0022834065275446], [-0.018816150169005532, 0.9856899372558852, 0.16751500492299348, 1.1738057579848673], [-0.002881431347168845, -0.16759743268286445, 0.9858512886441552, -0.013801994645603909], [0.0, 0.0, 0.0, 1.0]]","[[0.5724927186965942, -0.8151248097419739, -0.08845015615224838, -0.21071264147758484], [0.4013024866580963, 0.37264296412467957, -0.8367156982421875, 0.86232990026474], [0.7149882316589355, 0.4435182809829712, 0.5404471755027771, -0.0946420207619667], [0.0, 0.0, 0.0, 1.0]]","[[0.6706205606460571, 0.7401837706565857, -0.048947304487228394, 0.15893152356147766], [-0.25389984250068665, 0.16703779995441437, -0.9526975750923157, 0.8636882305145264], [-0.6969954967498779, 0.6513261795043945, 0.2999517023563385, -0.1262706220149994], [0.0, 0.0, 0.0, 1.0]]"
