Head Pose,Left Arm Pose,Right Arm Pose
"[[0.9998623132768336, 0.014620157280249247, -0.007849796873659467, -0.005833604428314819], [-0.013701132177131519, 0.9942139984227912, 0.10654024137320316, 1.5595208175455868], [0.009362012880712174, -0.1064180199974557, 0.9942774175482726, -0.005975684390902472], [0.0, 0.0, 0.0, 1.0]]","[[0.5295668840408325, -0.8087694048881531, -0.25583353638648987, -0.23233874142169952], [0.3502231240272522, 0.48315078020095825, -0.802439272403717, 1.2904261350631714], [0.7725946307182312, 0.3353463411331177, 0.539110541343689, -0.22057127952575684], [0.0, 0.0, 0.0, 1.0]]","[[0.460597425699234, 0.8605144023895264, 0.21763479709625244, 0.15649829804897308], [-0.3416703939437866, 0.39818593859672546, -0.8512985110282898, 1.2758545875549316], [-0.8192138075828552, 0.31774652004241943, 0.4774157404899597, -0.23689696192741394], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9998846650188806, 0.013135374873707422, -0.007625282059608808, -0.00650293523999379], [-0.012135862954130045, 0.9928306342465629, 0.11891218386868103, 1.558044784748881], [0.009132569406927724, -0.11880592889806169, 0.9928755162785505, -0.006024203548384316], [0.0, 0.0, 0.0, 1.0]]","[[0.5493138432502747, -0.790665864944458, -0.2703731656074524, -0.2312684953212738], [0.32603704929351807, 0.5007157325744629, -0.8018624782562256, 1.2947654724121094], [0.7693854570388794, 0.35232242941856384, 0.5328364968299866, -0.22289717197418213], [0.0, 0.0, 0.0, 1.0]]","[[0.4911419749259949, 0.8357054591178894, 0.24571478366851807, 0.15975350141525269], [-0.2882910370826721, 0.42213091254234314, -0.8594728708267212, 1.2804131507873535], [-0.8219900727272034, 0.35128575563430786, 0.44825270771980286, -0.24150234460830688], [0.0, 0.0, 0.0, 1.0]]"
"[[0.999923586847531, 0.011052411230044086, -0.005538283890172338, -0.0077114957588694825], [-0.010138852341337483, 0.9895042769249082, 0.144147584451261, 1.5550607812979915], [0.007073333909675983, -0.1440804207195613, 0.98954069692342, -0.006738303688271649], [0.0, 0.0, 0.0, 1.0]]","[[0.6110503077507019, -0.7118445038795471, -0.3462584912776947, -0.22996927797794342], [0.24153044819831848, 0.5842224359512329, -0.7748207449913025, 1.306113362312317], [0.7538439035415649, 0.38982248306274414, 0.5289214253425598, -0.23206999897956848], [0.0, 0.0, 0.0, 1.0]]","[[0.5606791377067566, 0.750076174736023, 0.35074856877326965, 0.1706269532442093], [-0.17824077606201172, 0.5229902863502502, -0.8334934115409851, 1.2933546304702759], [-0.8086217045783997, 0.4048045873641968, 0.426923930644989, -0.2549556791782379], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9999566078193334, 0.008907673043093272, -0.002717442796499561, -0.0083911157315086], [-0.008375473226526195, 0.9877495179504697, 0.1558227899685481, 1.5536742514623127], [0.004072171184300351, -0.15579327314943284, 0.9877812852521504, -0.0071754757876852406], [0.0, 0.0, 0.0, 1.0]]","[[0.6110503077507019, -0.7118445038795471, -0.3462584912776947, -0.22996927797794342], [0.24153044819831848, 0.5842224359512329, -0.7748207449913025, 1.306113362312317], [0.7538439035415649, 0.38982248306274414, 0.5289214253425598, -0.23206999897956848], [0.0, 0.0, 0.0, 1.0]]","[[0.5606791377067566, 0.750076174736023, 0.35074856877326965, 0.1706269532442093], [-0.17824077606201172, 0.5229902863502502, -0.8334934115409851, 1.2933546304702759], [-0.8086217045783997, 0.4048045873641968, 0.426923930644989, -0.2549556791782379], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9999766945839897, 0.004219531595217252, 0.0053653171896808835, -0.010137404117507902], [-0.005074637428415747, 0.9852683543551178, 0.17094022000691778, 1.5519970050907232], [-0.004564989390236782, -0.17096346651651972, 0.9852668047558659, -0.008155532479617256], [0.0, 0.0, 0.0, 1.0]]","[[0.6621085405349731, -0.6530030369758606, -0.36769452691078186, -0.22948004305362701], [0.19800743460655212, 0.6256471872329712, -0.7545585036277771, 1.3120530843734741], [0.7227760553359985, 0.42679330706596375, 0.5435458421707153, -0.24118179082870483], [0.0, 0.0, 0.0, 1.0]]","[[0.6194579005241394, 0.686898946762085, 0.3800548315048218, 0.17435555160045624], [-0.1367196887731552, 0.5711274147033691, -0.8093955516815186, 1.2999012470245361], [-0.7730327248573303, 0.44942542910575867, 0.44770199060440063, -0.2616991102695465], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9999648332604668, 0.002964086016073501, 0.007845521957804386, -0.010623563695119105], [-0.004282009671077454, 0.9847871059942515, 0.17371253374872242, 1.5517036059163571], [-0.007211269757519541, -0.17374001737775763, 0.9847651725235785, -0.008349254825163566], [0.0, 0.0, 0.0, 1.0]]","[[0.694551408290863, -0.6110800504684448, -0.37970972061157227, -0.22908915579319], [0.16497190296649933, 0.648995578289032, -0.74269038438797, 1.3140560388565063], [0.7002732157707214, 0.4531952142715454, 0.5515718460083008, -0.24679294228553772], [0.0, 0.0, 0.0, 1.0]]","[[0.6409339308738708, 0.6580312252044678, 0.39521968364715576, 0.17531897127628326], [-0.10874180495738983, 0.5875248908996582, -0.8018664121627808, 1.302146077156067], [-0.7598544955253601, 0.4709664583206177, 0.4481201469898224, -0.26553234457969666], [0.0, 0.0, 0.0, 1.0]]"
"[[0.99987393617027, 0.0008742467469008227, 0.015854678675018975, -0.012066698214802515], [-0.003767888600338851, 0.9830281136741972, 0.18341615706131986, 1.550866126678131], [-0.015425244719303429, -0.18345277101351684, 0.9829074742148675, -0.00810829891865121], [0.0, 0.0, 0.0, 1.0]]","[[0.7867842316627502, -0.4480086863040924, -0.42456895112991333, -0.22724536061286926], [0.054443683475255966, 0.7355557680130005, -0.6752730011940002, 1.3173115253448486], [0.6148223280906677, 0.5081790685653687, 0.603114902973175, -0.26026296615600586], [0.0, 0.0, 0.0, 1.0]]","[[0.7034491896629333, 0.5534605979919434, 0.44591546058654785, 0.17421862483024597], [-0.026949558407068253, 0.6477102637290955, -0.7614099383354187, 1.305855393409729], [-0.7102344632148743, 0.5235959887504578, 0.47054675221443176, -0.27638891339302063], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9998602271063415, 0.0006724798461374804, 0.01670595251245904, -0.0121970992338805], [-0.0037399529371458106, 0.9828678362347216, 0.18427392457724856, 1.5507216462785147], [-0.01629582240955424, -0.18431064869164193, 0.9827329523598465, -0.007950804510850087], [0.0, 0.0, 0.0, 1.0]]","[[0.7867842316627502, -0.4480086863040924, -0.42456895112991333, -0.22724536061286926], [0.054443683475255966, 0.7355557680130005, -0.6752730011940002, 1.3173115253448486], [0.6148223280906677, 0.5081790685653687, 0.603114902973175, -0.26026296615600586], [0.0, 0.0, 0.0, 1.0]]","[[0.7034491896629333, 0.5534605979919434, 0.44591546058654785, 0.17421862483024597], [-0.026949558407068253, 0.6477102637290955, -0.7614099383354187, 1.305855393409729], [-0.7102344632148743, 0.5235959887504578, 0.47054675221443176, -0.27638891339302063], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9998102187947292, -0.00018564265305086382, 0.019481373086584892, -0.012672805369003833], [-0.0035221913564242695, 0.9817547200043522, 0.19011895251849859, 1.5501109230416692], [-0.01916122522948855, -0.190151483887637, 0.9815677406642083, -0.00649503500980635], [0.0, 0.0, 0.0, 1.0]]","[[0.8032032251358032, -0.3834364712238312, -0.4558957815170288, -0.2239341288805008], [-0.00397733598947525, 0.7618356943130493, -0.6477580666542053, 1.3223483562469482], [0.5956917405128479, 0.5220946073532104, 0.6103838682174683, -0.27325692772865295], [0.0, 0.0, 0.0, 1.0]]","[[0.7207383513450623, 0.476921409368515, 0.5030726194381714, 0.1672000288963318], [0.047283969819545746, 0.6902044415473938, -0.7220678329467773, 1.3087577819824219], [-0.6915926337242126, 0.5442092418670654, 0.4749060869216919, -0.2874643802642822], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9997965693531564, 0.0015422231917982469, 0.020110229348135448, -0.012572753352888372], [-0.005347227288431907, 0.9816610225450065, 0.1905597044336124, 1.550128406577062], [-0.01944754240910963, -0.19062846468813002, 0.9814696303532536, -0.004728574601550021], [0.0, 0.0, 0.0, 1.0]]","[[0.8326558470726013, -0.2973366379737854, -0.4671992361545563, -0.22077983617782593], [-0.04795613884925842, 0.8017555475234985, -0.5957249402999878, 1.3281856775283813], [0.5517104268074036, 0.5184389352798462, 0.6533273458480835, -0.28515762090682983], [0.0, 0.0, 0.0, 1.0]]","[[0.7772489786148071, 0.3749792277812958, 0.5052470564842224, 0.15586860477924347], [0.09011320769786835, 0.728387713432312, -0.6792134642601013, 1.311470627784729], [-0.6227067112922668, 0.5734473466873169, 0.5323480367660522, -0.2966482937335968], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9997932314881244, 0.002206844679629384, 0.02021388902148891, -0.01246931141013958], [-0.005991510644936983, 0.9819313883134239, 0.18914231624322317, 1.550259343200797], [-0.01943124451854538, -0.1892243180064641, 0.9817416072527233, -0.004322652800497862], [0.0, 0.0, 0.0, 1.0]]","[[0.8326558470726013, -0.2973366379737854, -0.4671992361545563, -0.22077983617782593], [-0.04795613884925842, 0.8017555475234985, -0.5957249402999878, 1.3281856775283813], [0.5517104268074036, 0.5184389352798462, 0.6533273458480835, -0.28515762090682983], [0.0, 0.0, 0.0, 1.0]]","[[0.7772489786148071, 0.3749792277812958, 0.5052470564842224, 0.15586860477924347], [0.09011320769786835, 0.728387713432312, -0.6792134642601013, 1.311470627784729], [-0.6227067112922668, 0.5734473466873169, 0.5323480367660522, -0.2966482937335968], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9997366070759088, 0.004928551276606671, 0.02241376973758528, -0.011932811195611162], [-0.00903364444391692, 0.9823318116249322, 0.18692940076507641, 1.5505771413978595], [-0.0210964679711025, -0.18708265224777154, 0.9821175940441206, -0.0025572542775678386], [0.0, 0.0, 0.0, 1.0]]","[[0.8496836423873901, -0.28215283155441284, -0.4454520344734192, -0.21922153234481812], [-0.049330294132232666, 0.798550009727478, -0.5999036431312561, 1.3277003765106201], [0.5249802470207214, 0.5317026376724243, 0.6645961999893188, -0.2925865352153778], [0.0, 0.0, 0.0, 1.0]]","[[0.7977674603462219, 0.3570365607738495, 0.4858928918838501, 0.1483822911977768], [0.09486696869134903, 0.7214803695678711, -0.6859054565429688, 1.3113999366760254], [-0.595455527305603, 0.593288242816925, 0.5417025685310364, -0.30598676204681396], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9996148347656209, 0.011515532294693325, 0.025251402806384982, -0.010928440586004453], [-0.015945634198901333, 0.982992410520644, 0.1829526416740819, 1.5510323161580057], [-0.022715140778677062, -0.18328481989284318, 0.9827973844213727, -3.8611266912916276e-05], [0.0, 0.0, 0.0, 1.0]]","[[0.7659913897514343, -0.5458725094795227, -0.3395296037197113, -0.21881534159183502], [0.22734050452709198, 0.7240557074546814, -0.6511985659599304, 1.324644684791565], [0.6013097763061523, 0.42162367701530457, 0.6787194013595581, -0.2966882288455963], [0.0, 0.0, 0.0, 1.0]]","[[0.8369218707084656, 0.34966784715652466, 0.42106306552886963, 0.14012618362903595], [0.037662703543901443, 0.7306980490684509, -0.681661069393158, 1.316420555114746], [-0.5460249185562134, 0.586355447769165, 0.5983677506446838, -0.3067489266395569], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9995471835289087, 0.012571602972350115, 0.027338311105524937, -0.0103906672408974], [-0.01722497967431787, 0.9840092648597576, 0.17728259589538217, 1.5516074638227368], [-0.024672424391353715, -0.17767322633400345, 0.9837802062760527, 0.0019665459534025168], [0.0, 0.0, 0.0, 1.0]]","[[0.41201525926589966, -0.87529456615448, -0.2531847655773163, -0.21855102479457855], [0.5976061820983887, 0.46933919191360474, -0.650067150592804, 1.3239383697509766], [0.6878299117088318, 0.11653267592191696, 0.7164565920829773, -0.298920601606369], [0.0, 0.0, 0.0, 1.0]]","[[0.7764217853546143, 0.5113868713378906, 0.3683106005191803, 0.13063013553619385], [-0.13077671825885773, 0.7024385333061218, -0.6996266841888428, 1.3236932754516602], [-0.6164954900741577, 0.4950389266014099, 0.6122660636901855, -0.3048195242881775], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9994304180146124, 0.01179941091281709, 0.03161690757216488, -0.010396034809047362], [-0.017165007073754693, 0.9843783395349923, 0.17522729381658214, 1.5518412163895883], [-0.029055420303926133, -0.17567018226049802, 0.9840202314828739, 0.0034620441937735086], [0.0, 0.0, 0.0, 1.0]]","[[0.2788461744785309, -0.929236114025116, -0.24241477251052856, -0.21719729900360107], [0.6924458742141724, 0.3694532811641693, -0.619695782661438, 1.3262317180633545], [0.6654046177864075, 0.004940616898238659, 0.7464664578437805, -0.2961181104183197], [0.0, 0.0, 0.0, 1.0]]","[[0.6829864382743835, 0.6408307552337646, 0.35052159428596497, 0.12707166373729706], [-0.2597483694553375, 0.6615989804267883, -0.7034326195716858, 1.3259284496307373], [-0.6826860308647156, 0.38938748836517334, 0.6183179020881653, -0.3050415813922882], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9993336796491009, 0.011045544401409578, 0.034787166034218414, -0.010508275214620368], [-0.016928745440540353, 0.9846589562669046, 0.17366666944336798, 1.5519865338184595], [-0.032335252399209424, -0.17413985876727198, 0.9841898682629286, 0.004084997994185994], [0.0, 0.0, 0.0, 1.0]]","[[-0.10784397274255753, -0.9648012518882751, -0.2398497760295868, -0.21355687081813812], [0.7957300543785095, 0.060857534408569336, -0.6025859117507935, 1.3279610872268677], [0.5959723591804504, -0.25584107637405396, 0.7611584663391113, -0.2961166203022003], [0.0, 0.0, 0.0, 1.0]]","[[0.4877092242240906, 0.819580614566803, 0.30071109533309937, 0.12202704697847366], [-0.4662494361400604, 0.5357475876808167, -0.7039785981178284, 1.3262296915054321], [-0.7380725145339966, 0.20313039422035217, 0.6434181332588196, -0.3049960434436798], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9990463852189838, 0.01012130065510793, 0.042472141070447056, -0.01074922464024612], [-0.017263498318690822, 0.9850617051265507, 0.17133417732697004, 1.5522943497535249], [-0.0401035563813829, -0.17190401248950496, 0.9842970371836451, 0.005208220627461882], [0.0, 0.0, 0.0, 1.0]]","[[-0.4696802496910095, -0.8623712062835693, -0.18898576498031616, -0.20650868117809296], [0.7389315962791443, -0.26686951518058777, -0.6186761260032654, 1.3280149698257446], [0.4830940067768097, -0.43022775650024414, 0.7625772953033447, -0.29496070742607117], [0.0, 0.0, 0.0, 1.0]]","[[0.2056354582309723, 0.950584352016449, 0.2326011210680008, 0.11589024215936661], [-0.6639725565910339, 0.31012627482414246, -0.6804131269454956, 1.325695276260376], [-0.7189258337020874, -0.014523745514452457, 0.6949349641799927, -0.3036535680294037], [0.0, 0.0, 0.0, 1.0]]"
"[[0.998971044996773, 0.009644532921209875, 0.0443148349723182, -0.010757552851899355], [-0.017091088583275713, 0.9851446740079566, 0.1708737567195512, 1.5523591146559381], [-0.04200852687150618, -0.1714553281536484, 0.9842958458167611, 0.005406858636136604], [0.0, 0.0, 0.0, 1.0]]","[[-0.5648483633995056, -0.8102707862854004, -0.15622802078723907, -0.20337148010730743], [0.7062058448791504, -0.37672168016433716, -0.5994612574577332, 1.3283138275146484], [0.42687147855758667, -0.4489339590072632, 0.7850089073181152, -0.29183250665664673], [0.0, 0.0, 0.0, 1.0]]","[[-0.12869347631931305, 0.9639452695846558, 0.23291000723838806, 0.11375490576028824], [-0.7550926804542542, 0.05700140818953514, -0.6531350612640381, 1.3238390684127808], [-0.6428627371788025, -0.2599230706691742, 0.7205327153205872, -0.3035471439361572], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9988307357064478, 0.009349232664529517, 0.04743122391169802, -0.010770694934988693], [-0.017268366055365372, 0.9853937037494136, 0.1694137199930861, 1.5526112595833363], [-0.0451545409136461, -0.17003468729928017, 0.9844030133878198, 0.005615530446132645], [0.0, 0.0, 0.0, 1.0]]","[[-0.7294543981552124, -0.6513245701789856, -0.20897866785526276, -0.20115967094898224], [0.6242702603340149, -0.5090134739875793, -0.5926140546798706, 1.3279768228530884], [0.27961114048957825, -0.5627442598342896, 0.7779051661491394, -0.28721824288368225], [0.0, 0.0, 0.0, 1.0]]","[[-0.4695417582988739, 0.8565090298652649, 0.21429583430290222, 0.10888151079416275], [-0.7553009986877441, -0.2639749050140381, -0.5998645424842834, 1.3210389614105225], [-0.4572207033634186, -0.44351938366889954, 0.7708694934844971, -0.30105316638946533], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9988307357064478, 0.009349232664529517, 0.04743122391169802, -0.010770694934988693], [-0.017268366055365372, 0.9853937037494136, 0.1694137199930861, 1.5526112595833363], [-0.0451545409136461, -0.17003468729928017, 0.9844030133878198, 0.005615530446132645], [0.0, 0.0, 0.0, 1.0]]","[[-0.7496777176856995, -0.62613844871521, -0.21432186663150787, -0.20076067745685577], [0.6102215647697449, -0.5286519527435303, -0.5900480151176453, 1.3277078866958618], [0.2561500668525696, -0.5731297135353088, 0.7784018516540527, -0.28530701994895935], [0.0, 0.0, 0.0, 1.0]]","[[-0.544797956943512, 0.8109491467475891, 0.2134399116039276, 0.1079164370894432], [-0.7386717796325684, -0.343610942363739, -0.5799098610877991, 1.3198909759521484], [-0.39693713188171387, -0.4735957980155945, 0.786223828792572, -0.30003777146339417], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985843299711297, 0.009021048362705095, 0.052420941793568, -0.010917707996689155], [-0.017780006003227846, 0.9854359033433446, 0.16911503829495939, 1.5529769557573254], [-0.05013188565408487, -0.16980767093164909, 0.9842012523070706, 0.004839536887324617], [0.0, 0.0, 0.0, 1.0]]","[[-0.8547372817993164, -0.44920584559440613, -0.2600741386413574, -0.20108158886432648], [0.5105364918708801, -0.6371243596076965, -0.5774298906326294, 1.3250583410263062], [0.09368530660867691, -0.6263281106948853, 0.7739096879959106, -0.28081947565078735], [0.0, 0.0, 0.0, 1.0]]","[[-0.7545405626296997, 0.6301491856575012, 0.1832507997751236, 0.10385175049304962], [-0.6115844249725342, -0.5739498734474182, -0.5445606708526611, 1.3155193328857422], [-0.23797769844532013, -0.5229663252830505, 0.8184576034545898, -0.2968161404132843], [0.0, 0.0, 0.0, 1.0]]"
"[[0.998549997886069, 0.008942250705767388, 0.053084110351023846, -0.010970830149771932], [-0.017862907998751877, 0.9852752097276223, 0.1700401351308193, 1.5528835203151072], [-0.050781915454449524, -0.17074180687910678, 0.9840063444176996, 0.004638752555149395], [0.0, 0.0, 0.0, 1.0]]","[[-0.8690845370292664, -0.399312287569046, -0.2919607162475586, -0.20145297050476074], [0.49262499809265137, -0.6451506614685059, -0.5840381383895874, 1.3238226175308228], [0.04485493153333664, -0.651405930519104, 0.7574023008346558, -0.2799130082130432], [0.0, 0.0, 0.0, 1.0]]","[[-0.8010467290878296, 0.5706919431686401, 0.18065039813518524, 0.10292655974626541], [-0.5657568573951721, -0.6232032775878906, -0.5399412512779236, 1.313448429107666], [-0.19555819034576416, -0.5347224473953247, 0.8220881223678589, -0.2966533601284027], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9984849095713733, 0.007725067765426059, 0.054481201777818206, -0.011414325925130411], [-0.01722835250853357, 0.9842048875905461, 0.17619289035971195, 1.552225547831778], [-0.05225956349575282, -0.17686456863706085, 0.9828467972187397, 0.0039857050135789045], [0.0, 0.0, 0.0, 1.0]]","[[-0.9028456807136536, -0.27744826674461365, -0.32846876978874207, -0.20037271082401276], [0.42593133449554443, -0.6815136075019836, -0.5950809717178345, 1.3206279277801514], [-0.05875176936388016, -0.6771715879440308, 0.7334758639335632, -0.2769470512866974], [0.0, 0.0, 0.0, 1.0]]","[[-0.8306582570075989, 0.5266491174697876, 0.18068476021289825, 0.1021823063492775], [-0.5310963988304138, -0.6520281434059143, -0.5411057472229004, 1.3101625442504883], [-0.16716131567955017, -0.5454351305961609, 0.8213145136833191, -0.29383134841918945], [0.0, 0.0, 0.0, 1.0]]"
