Head Pose,Left Arm Pose,Right Arm Pose
"[[0.9979602099372668, -0.05868569162762052, 0.02512819313485548, -0.0026140481191363097], [0.06249659362161273, 0.9784061920388175, -0.19701658808601305, 1.0663191642699976], [-0.013023524609912183, 0.19818513966190413, 0.9800780999147973, -0.026700956570172196], [0.0, 0.0, 0.0, 1.0]]","[[0.6456288695335388, -0.7541335821151733, -0.12019053846597672, -0.23553545773029327], [0.2738693356513977, 0.37557676434516907, -0.8854023814201355, 0.8255789875984192], [0.7128525972366333, 0.5387247800827026, 0.44901734590530396, -0.21375730633735657], [0.0, 0.0, 0.0, 1.0]]","[[0.48691239953041077, 0.8714445233345032, 0.05916614085435867, 0.18502698838710785], [-0.17835292220115662, 0.16550718247890472, -0.9699471592903137, 0.8395296335220337], [-0.8550476431846619, 0.4617268145084381, 0.23601223528385162, -0.2237096130847931], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9977575540747688, -0.06220162309189765, 0.024715712777182118, -0.0025988721704224304], [0.06572702505210908, 0.9803015593098668, -0.18624918347060088, 1.0652494869634561], [-0.012643850856617431, 0.18745600992978215, 0.9821916218957226, -0.02810419764550573], [0.0, 0.0, 0.0, 1.0]]","[[0.6416940093040466, -0.7554582953453064, -0.1323307752609253, -0.23560646176338196], [0.2690597176551819, 0.38331204652786255, -0.8835601806640625, 0.8236516714096069], [0.7182168960571289, 0.5313704013824463, 0.4492324888706207, -0.21622300148010254], [0.0, 0.0, 0.0, 1.0]]","[[0.4887356460094452, 0.8693823218345642, 0.07288240641355515, 0.18500034511089325], [-0.1708187311887741, 0.177280455827713, -0.9692226648330688, 0.8393450975418091], [-0.855545699596405, 0.46124398708343506, 0.2351500689983368, -0.22558489441871643], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9977342485368665, -0.0632791430704778, 0.022851112487778318, -0.0022535328051776216], [0.06628261646102016, 0.9827568530115793, -0.17261408166517223, 1.0636712374407327], [-0.011534216624632289, 0.1737376163757901, 0.9847244026252348, -0.029969399984597966], [0.0, 0.0, 0.0, 1.0]]","[[0.6427677273750305, -0.7532077431678772, -0.1397411823272705, -0.23491036891937256], [0.26365604996681213, 0.3887813687324524, -0.8827990889549255, 0.8234866261482239], [0.7192599773406982, 0.5305910110473633, 0.44848400354385376, -0.2176133543252945], [0.0, 0.0, 0.0, 1.0]]","[[0.4897254407405853, 0.8686978816986084, 0.07438234984874725, 0.18498529493808746], [-0.1714470535516739, 0.17959663271903992, -0.96868497133255, 0.8398224115371704], [-0.8548535704612732, 0.4616369307041168, 0.2368888556957245, -0.22697566449642181], [0.0, 0.0, 0.0, 1.0]]"
"[[0.997695982547402, -0.06380637859855938, 0.023053365465052735, -0.0019723949268679146], [0.06674968326533987, 0.983970343871918, -0.16536885432686343, 1.06290563103231], [-0.012132239822499159, 0.16652664609466059, 0.9859623313929669, -0.030662939557815155], [0.0, 0.0, 0.0, 1.0]]","[[0.6301829814910889, -0.7644326090812683, -0.13605958223342896, -0.23398184776306152], [0.27300113439559937, 0.3821907341480255, -0.8828366994857788, 0.8239979147911072], [0.7268698811531067, 0.5192041993141174, 0.4495410621166229, -0.21867206692695618], [0.0, 0.0, 0.0, 1.0]]","[[0.4927632808685303, 0.8667421340942383, 0.07708624005317688, 0.18501299619674683], [-0.1701856106519699, 0.1828727275133133, -0.9682945013046265, 0.8404779434204102], [-0.8533586859703064, 0.4640209376811981, 0.23762008547782898, -0.2281864881515503], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9976605177448729, -0.06426853769062404, 0.02330293855321209, -0.0014552095470523958], [0.06706112540723437, 0.9862537980443196, -0.15101741312721437, 1.0616268249894376], [-0.013276943241538601, 0.1522268349053554, 0.9882563947794472, -0.030891441318587193], [0.0, 0.0, 0.0, 1.0]]","[[0.6367579698562622, -0.7594430446624756, -0.13336220383644104, -0.23170632123947144], [0.2804855704307556, 0.3892486095428467, -0.8773899674415588, 0.8268367648124695], [0.7182388305664062, 0.5212788581848145, 0.46087002754211426, -0.21908709406852722], [0.0, 0.0, 0.0, 1.0]]","[[0.5033217072486877, 0.8593761324882507, 0.09022025763988495, 0.1857994943857193], [-0.16917547583580017, 0.20039218664169312, -0.9649986028671265, 0.8418680429458618], [-0.8473763465881348, 0.4704415500164032, 0.24624721705913544, -0.2314044088125229], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9976293442980356, -0.06481071328271729, 0.023136972826047417, -0.001058120365651752], [0.06747684861074599, 0.9872830503225398, -0.14394096455734912, 1.0609969736082017], [-0.013513825457469963, 0.14516093411284717, 0.9893157490634893, -0.03075077255935253], [0.0, 0.0, 0.0, 1.0]]","[[0.6246025562286377, -0.7695505619049072, -0.13290444016456604, -0.2307455837726593], [0.29317644238471985, 0.3888005018234253, -0.8734309673309326, 0.8277528285980225], [0.7238226532936096, 0.5065827369689941, 0.4684598743915558, -0.2192733734846115], [0.0, 0.0, 0.0, 1.0]]","[[0.5085928440093994, 0.8556329011917114, 0.0960492491722107, 0.18608896434307098], [-0.16871604323387146, 0.208429753780365, -0.9633751511573792, 0.8429412841796875], [-0.8443151116371155, 0.47376057505607605, 0.2503649890422821, -0.23282858729362488], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9976493714780059, -0.06408707574734905, 0.024259479911299443, -0.0004115990246161733], [0.0667352102624394, 0.9890521764569962, -0.13161371527091523, 1.059865366291565], [-0.015559153436450273, 0.13292330624683846, 0.9910041691435129, -0.030183443881338094], [0.0, 0.0, 0.0, 1.0]]","[[0.6239928007125854, -0.7689973711967468, -0.1388372778892517, -0.22879821062088013], [0.2936627268791199, 0.3954143822193146, -0.8702927231788635, 0.8305591344833374], [0.7241511940956116, 0.5022850036621094, 0.47256171703338623, -0.22098934650421143], [0.0, 0.0, 0.0, 1.0]]","[[0.5072977542877197, 0.8482363224029541, 0.15213117003440857, 0.1866777241230011], [-0.17376217246055603, 0.27358949184417725, -0.9460207223892212, 0.8471124768257141], [-0.8440707921981812, 0.4534794092178345, 0.28618282079696655, -0.23772649466991425], [0.0, 0.0, 0.0, 1.0]]"
"[[0.99768048523362, -0.06294453115699923, 0.025915883692695308, 0.00018953769704773988], [0.06572932778360216, 0.9898089767765461, -0.12632417762724735, 1.0593468186427222], [-0.01770035901408035, 0.1277346006587328, 0.9916504024335439, -0.029710030036279256], [0.0, 0.0, 0.0, 1.0]]","[[0.6244315505027771, -0.7669891715049744, -0.14769212901592255, -0.2278357446193695], [0.2915107011795044, 0.4042677879333496, -0.8669424653053284, 0.832427442073822], [0.7246425747871399, 0.49829238653182983, 0.4760230481624603, -0.22190892696380615], [0.0, 0.0, 0.0, 1.0]]","[[0.5065958499908447, 0.8424848318099976, 0.18324768543243408, 0.18664732575416565], [-0.1600649654865265, 0.30074548721313477, -0.9401760697364807, 0.849355161190033], [-0.8471951484680176, 0.44695761799812317, 0.2872088551521301, -0.24005159735679626], [0.0, 0.0, 0.0, 1.0]]"
"[[0.997906923303195, -0.057326115883797386, 0.029924681238733077, 0.001154318841820285], [0.06043716125944261, 0.9913795589745503, -0.11624917343340423, 1.0585364665269237], [-0.023002604194082475, 0.11781441464938612, 0.9927691817857796, -0.028822481236109136], [0.0, 0.0, 0.0, 1.0]]","[[0.6131762862205505, -0.7723459601402283, -0.16582061350345612, -0.2255362719297409], [0.30143681168556213, 0.4227997064590454, -0.8546204566955566, 0.8365329504013062], [0.7301716208457947, 0.47404852509498596, 0.49206432700157166, -0.2238902747631073], [0.0, 0.0, 0.0, 1.0]]","[[0.5124306678771973, 0.8249704241752625, 0.23840805888175964, 0.18588079512119293], [-0.1645342856645584, 0.36680868268013, -0.9156306982040405, 0.8544238805770874], [-0.8428184986114502, 0.4299708306789398, 0.32370004057884216, -0.24298574030399323], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9982972144183554, -0.04681493166588615, 0.034800201609392546, 0.0022713322310367445], [0.05031590711570911, 0.9929120542395105, -0.1076751881526746, 1.0578999037759003], [-0.02951273326609573, 0.10924284073841203, 0.9935768841777785, -0.027895569607585203], [0.0, 0.0, 0.0, 1.0]]","[[0.5724632740020752, -0.7842586636543274, -0.2392156422138214, -0.2215091735124588], [0.29376712441444397, 0.46856337785720825, -0.8331562280654907, 0.8450487852096558], [0.7654976844787598, 0.4066776633262634, 0.4986247420310974, -0.2271895855665207], [0.0, 0.0, 0.0, 1.0]]","[[0.5191546082496643, 0.7784282565116882, 0.35288503766059875, 0.18515053391456604], [-0.16234369575977325, 0.49518251419067383, -0.853486180305481, 0.8623478412628174], [-0.8391203284263611, 0.38580259680747986, 0.3834492564201355, -0.24537335336208344], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9984151720622586, -0.04144145920088285, 0.03807595633316197, 0.002960635673169853], [0.04517479986736783, 0.9936462043984664, -0.10308493604062612, 1.0575413530030255], [-0.033562039207933776, 0.10464163939358183, 0.9939435125547299, -0.027411609833431334], [0.0, 0.0, 0.0, 1.0]]","[[0.5590804815292358, -0.7827438712120056, -0.2733876407146454, -0.21980205178260803], [0.28636884689331055, 0.4917449653148651, -0.8223013281822205, 0.8484961986541748], [0.7780885100364685, 0.3814428150653839, 0.49907857179641724, -0.22818410396575928], [0.0, 0.0, 0.0, 1.0]]","[[0.5292638540267944, 0.75239497423172, 0.39214980602264404, 0.18489167094230652], [-0.1396150290966034, 0.5331220626831055, -0.8344389796257019, 0.8646259307861328], [-0.8368914723396301, 0.3868883550167084, 0.38720792531967163, -0.24653743207454681], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985067844722291, -0.03376963748830726, 0.042939648733652504, 0.004420931462263375], [0.037685669816551935, 0.9948656562410003, -0.09392583731827175, 1.0566714237926638], [-0.03954734210559042, 0.09540379430833425, 0.9946527477361441, -0.026652108587304758], [0.0, 0.0, 0.0, 1.0]]","[[0.5645536780357361, -0.7415041327476501, -0.36256134510040283, -0.2165830433368683], [0.21784277260303497, 0.5575383305549622, -0.8010590076446533, 0.8553287982940674], [0.7961304187774658, 0.37325945496559143, 0.4762916564941406, -0.23295921087265015], [0.0, 0.0, 0.0, 1.0]]","[[0.5340446829795837, 0.7083072662353516, 0.46162447333335876, 0.18271629512310028], [-0.09917489439249039, 0.5947197675704956, -0.7977924346923828, 0.8693574666976929], [-0.8396193385124207, 0.38027524948120117, 0.3878532350063324, -0.24719782173633575], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985143541751447, -0.032917323781793247, 0.04342278765924243, 0.0045680371454165465], [0.03682468153661, 0.9950324295691775, -0.09248985193196764, 1.0565672542882483], [-0.04016256404630872, 0.09395147271927366, 0.9947663547382987, -0.026567533911149067], [0.0, 0.0, 0.0, 1.0]]","[[0.5549976825714111, -0.7394258975982666, -0.3810864984989166, -0.21440552175045013], [0.21674737334251404, 0.5708365440368652, -0.7919382452964783, 0.8584541082382202], [0.8031177520751953, 0.3569243848323822, 0.4770815670490265, -0.23556846380233765], [0.0, 0.0, 0.0, 1.0]]","[[0.527955949306488, 0.7039112448692322, 0.4751540720462799, 0.1799391806125641], [-0.09566806256771088, 0.6052165627479553, -0.790291428565979, 0.871374249458313], [-0.8438661694526672, 0.37178197503089905, 0.38686951994895935, -0.24650302529335022], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985260963995293, -0.026934667050312586, 0.04711798296196736, 0.005863358964772028], [0.030773011476327376, 0.9960966703934961, -0.08273114002342019, 1.0559025912283608], [-0.044705729029342764, 0.0840591665447256, 0.9954574109871459, -0.02614516439050809], [0.0, 0.0, 0.0, 1.0]]","[[0.5908764600753784, -0.6888281106948853, -0.41997721791267395, -0.20920459926128387], [0.174300417304039, 0.6172738671302795, -0.7671977281570435, 0.8655756115913391], [0.7877083420753479, 0.38011690974235535, 0.48479560017585754, -0.23862780630588531], [0.0, 0.0, 0.0, 1.0]]","[[0.532872200012207, 0.6816776394844055, 0.5013609528541565, 0.17376966774463654], [-0.0768035501241684, 0.629004716873169, -0.7735982537269592, 0.8751029372215271], [-0.8427029848098755, 0.3737226724624634, 0.38753440976142883, -0.2477126568555832], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985313415795666, -0.025591379009783137, 0.047751900411532974, 0.0061383778831542776], [0.029405167348086958, 0.996284008226139, -0.08095384630795795, 1.0558005930578993], [-0.04550273283631935, 0.08223910388115567, 0.9955733416210659, -0.02606640674500025], [0.0, 0.0, 0.0, 1.0]]","[[0.5931706428527832, -0.6739564538002014, -0.4403761625289917, -0.20639406144618988], [0.15988203883171082, 0.6347176432609558, -0.7560232877731323, 0.8694821000099182], [0.7890413403511047, 0.3780425488948822, 0.48424944281578064, -0.2404334545135498], [0.0, 0.0, 0.0, 1.0]]","[[0.5320890545845032, 0.6746382713317871, 0.511609673500061, 0.17069149017333984], [-0.0688168853521347, 0.6367077827453613, -0.7680282592773438, 0.8774052858352661], [-0.8438870906829834, 0.3734520375728607, 0.3852117359638214, -0.2487078160047531], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985909461334956, -0.021444994469218073, 0.04854107165021337, 0.006836860700583758], [0.025162857512898634, 0.9966883662678747, -0.0773247223173431, 1.0555793983263293], [-0.046722092840248, 0.07843719759833315, 0.995823621486936, -0.025791070985644465], [0.0, 0.0, 0.0, 1.0]]","[[0.5924863815307617, -0.6553217172622681, -0.4685222804546356, -0.20169641077518463], [0.15364405512809753, 0.6628444194793701, -0.7328237295150757, 0.8763670325279236], [0.7907927632331848, 0.36220231652259827, 0.49341264367103577, -0.24413694441318512], [0.0, 0.0, 0.0, 1.0]]","[[0.5339592695236206, 0.6650037169456482, 0.5221661329269409, 0.1649000644683838], [-0.05820688605308533, 0.6450214982032776, -0.7619443535804749, 0.8816929459571838], [-0.8435042500495911, 0.37645357847213745, 0.3831230103969574, -0.2517593204975128], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985925555111653, -0.02093700198389293, 0.048729400491603514, 0.0070352902225030165], [0.0245741059079051, 0.9968597292973862, -0.07527828244040856, 1.0554420852841917], [-0.047000274652353624, 0.07636981429983729, 0.995971202858438, -0.025669887886169366], [0.0, 0.0, 0.0, 1.0]]","[[0.603569746017456, -0.6356022357940674, -0.4813660681247711, -0.19919702410697937], [0.1297232061624527, 0.6739774942398071, -0.7272731065750122, 0.8803727626800537], [0.786686360836029, 0.3765156865119934, 0.48924481868743896, -0.24683575332164764], [0.0, 0.0, 0.0, 1.0]]","[[0.5335039496421814, 0.6619086265563965, 0.5265457034111023, 0.1624271422624588], [-0.05525932088494301, 0.6484911441802979, -0.7592137455940247, 0.8837207555770874], [-0.8439904451370239, 0.37594693899154663, 0.3825492560863495, -0.25429224967956543], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9985854626059275, -0.019103873688615883, 0.0496200068954092, 0.0074646265104559755], [0.02230633219715208, 0.9976483583315018, -0.06480916573854024, 1.054602821208909], [-0.04826521062220519, 0.06582433000950283, 0.9966632723580461, -0.02499920107333877], [0.0, 0.0, 0.0, 1.0]]","[[0.6111131310462952, -0.6328467726707458, -0.4754425287246704, -0.1941184550523758], [0.1292746663093567, 0.6723844408988953, -0.7288258671760559, 0.8864076137542725], [0.7809153199195862, 0.38393232226371765, 0.4927140474319458, -0.24993835389614105], [0.0, 0.0, 0.0, 1.0]]","[[0.5203288793563843, 0.6657036542892456, 0.534879744052887, 0.15860620141029358], [-0.04802723601460457, 0.6481687426567078, -0.7599806189537048, 0.8880740404129028], [-0.8526142835617065, 0.3697510063648224, 0.36923283338546753, -0.2614864706993103], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9983314275584864, -0.017348382861241813, 0.055076017600668804, 0.0069714483320473504], [0.01971180899359275, 0.9988950490951161, -0.042662944738856304, 1.0526224060449585], [-0.0542750287827121, 0.04367740815401936, 0.9975702762770594, -0.023408428759930808], [0.0, 0.0, 0.0, 1.0]]","[[0.6037605404853821, -0.6489173173904419, -0.46301138401031494, -0.18995685875415802], [0.1376544088125229, 0.656965434551239, -0.7412473559379578, 0.8911950588226318], [0.785190761089325, 0.38380035758018494, 0.48597612977027893, -0.2557632625102997], [0.0, 0.0, 0.0, 1.0]]","[[0.5081616044044495, 0.6749780774116516, 0.5349543690681458, 0.1521526575088501], [-0.04808954894542694, 0.6423966288566589, -0.7648620009422302, 0.8960124254226685], [-0.8599180579185486, 0.3629476726055145, 0.3589007258415222, -0.2698062062263489], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9976155757661788, -0.0197830147323725, 0.06611982686464517, 0.005633869355189014], [0.021258039099204786, 0.9995389580573406, -0.02167968411321208, 1.0507864319020799], [-0.06566045479829584, 0.023033569042138637, 0.9975761175552506, -0.022474337323932406], [0.0, 0.0, 0.0, 1.0]]","[[0.6134811639785767, -0.6475092768669128, -0.45207589864730835, -0.18948857486248016], [0.14042891561985016, 0.652782678604126, -0.7444155216217041, 0.8918404579162598], [0.7771232724189758, 0.3932003378868103, 0.4913989007472992, -0.26317551732063293], [0.0, 0.0, 0.0, 1.0]]","[[0.5072784423828125, 0.6733012795448303, 0.5378977656364441, 0.14894415438175201], [-0.029825372621417046, 0.637511670589447, -0.7698632478713989, 0.8990533351898193], [-0.8612659573554993, 0.3744920492172241, 0.34347736835479736, -0.27586281299591064], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9969900249380644, -0.022548010711335033, 0.07417862715955675, 0.0046112429536258924], [0.023162269826270253, 0.9997041225381567, -0.007430898731993897, 1.0494650082244446], [-0.07398912456993159, 0.009126677402807017, 0.9972172976645878, -0.022603286078286343], [0.0, 0.0, 0.0, 1.0]]","[[0.611549973487854, -0.6574450731277466, -0.44019588828086853, -0.1943066269159317], [0.1555321216583252, 0.645397961139679, -0.7478442788124084, 0.8866927623748779], [0.7757681608200073, 0.3888795077800751, 0.4969470202922821, -0.2743576467037201], [0.0, 0.0, 0.0, 1.0]]","[[0.46491166949272156, 0.6993407607078552, 0.5429360866546631, 0.14664506912231445], [-0.012426750734448433, 0.6183337569236755, -0.7858173847198486, 0.898251473903656], [-0.885269820690155, 0.35858869552612305, 0.29616111516952515, -0.2827208638191223], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9964000584837872, -0.027192271100890175, 0.08029619100841806, 0.0037464195787104675], [0.02671250442920971, 0.9996183514408351, 0.007043312478903957, 1.0481409459743378], [-0.08045706656423288, -0.004873044613655381, 0.9967461822458846, -0.02254283676270283], [0.0, 0.0, 0.0, 1.0]]","[[0.6081975698471069, -0.6711663603782654, -0.42382940649986267, -0.1997639387845993], [0.20283807814121246, 0.6476147770881653, -0.7344737648963928, 0.8806970119476318], [0.7674323320388794, 0.3607363700866699, 0.5300158858299255, -0.27979907393455505], [0.0, 0.0, 0.0, 1.0]]","[[0.47249671816825867, 0.6887755990028381, 0.5498498678207397, 0.14638158679008484], [-0.004691208712756634, 0.6258415579795837, -0.7799360156059265, 0.8960272073745728], [-0.8813198804855347, 0.3659376800060272, 0.2989392876625061, -0.2880823016166687], [0.0, 0.0, 0.0, 1.0]]"
"[[0.9960746167432584, -0.027161721552226164, 0.08424711764394498, 0.0031445664129497687], [0.02621894288578312, 0.9995808601225045, 0.012277112851003993, 1.047537393419001], [-0.08454527168930316, -0.010020050642927318, 0.9963692428493015, -0.022978749554229346], [0.0, 0.0, 0.0, 1.0]]","[[0.6155586242675781, -0.6708199381828308, -0.41362783312797546, -0.20488440990447998], [0.21426400542259216, 0.6475309729576111, -0.7312964200973511, 0.8762806057929993], [0.7584051489830017, 0.36153021454811096, 0.5423259139060974, -0.2847670614719391], [0.0, 0.0, 0.0, 1.0]]","[[0.500556230545044, 0.6512948274612427, 0.5703142881393433, 0.1476796716451645], [0.023020369932055473, 0.6485398411750793, -0.7608324885368347, 0.8940434455871582], [-0.8653978109359741, 0.39396825432777405, 0.3096376657485962, -0.294736385345459], [0.0, 0.0, 0.0, 1.0]]"
