0,0,0,0,-0.368862,-0.453147,-0.262459,-1.96156,0.11342,0,-0.741968,0,0,0,0.467504,0.937603,0.314524,1.7001,-0.0238856,0,0.785521
0,0,0,0,-0.353422,-0.483298,-0.255558,-1.91162,0.101414,0,-0.748382,0,0,0,0.481588,1.02125,0.302366,1.56929,-0.0634921,0,0.794981
0,0,0,0,-0.354679,-0.457042,-0.266228,-1.95064,0.101681,0,-0.757376,0,0,0,0.456742,0.928939,0.317065,1.69669,-0.0179295,0,0.791695
0,0,0,0,-0.352739,-0.457035,-0.265004,-1.94902,0.101423,0,-0.757603,0,0,0,0.454375,0.926825,0.316211,1.69811,-0.0164436,0,0.791612
0,0,0,0,-0.352198,-0.457103,-0.264622,-1.9487,0.101399,0,-0.757606,0,0,0,0.453801,0.926405,0.315936,1.69827,-0.0164134,0,0.791612
0,0,0,0,-0.0469123,-0.720915,-0.828519,-1.93197,0.0628024,0,-0.784122,0,0,0,0.391007,1.04208,0.427672,1.73944,-0.0723934,0,0.817321
0,0,0,0,-0.0319176,-0.734199,-0.852452,-1.93275,0.0616854,0,-0.785389,0,0,0,0.387229,1.04419,0.432808,1.73963,-0.074159,0,0.818201
0,0,0,0,-0.0317439,-0.744583,-0.858794,-1.92114,0.0600774,0,-0.785666,0,0,0,0.393008,1.04049,0.43281,1.73875,-0.0738863,0,0.817757
0,0,0,0,-0.0335734,-0.744848,-0.857806,-1.91928,0.0598792,0,-0.785781,0,0,0,0.392918,1.03934,0.434925,1.73978,-0.0739993,0,0.817725
0,0,0,0,-0.406206,-0.477864,-0.292912,-1.9635,0.104453,0,-0.759133,0,0,0,0.543583,0.944111,0.21269,1.55814,-0.125789,0,0.789606
0,0,0,0,-0.362277,-0.472218,-0.294386,-1.99183,0.0466769,0,-0.754106,0,0,0,0.487247,0.932815,0.275781,1.68519,-0.0785229,0,0.785548
0,0,0,0,-0.360655,-0.47304,-0.294207,-1.99196,0.0446513,0,-0.753937,0,0,0,0.484476,0.932556,0.277537,1.68549,-0.0765,0,0.785414
0,0,0,0,-0.360478,-0.47307,-0.293967,-1.98716,0.043926,0,-0.753876,0,0,0,0.483587,0.929751,0.277612,1.68606,-0.076266,0,0.785572
0,0,0,0,-0.360053,-0.47379,-0.293559,-1.98697,0.0439056,0,-0.753869,0,0,0,0.483091,0.929224,0.277392,1.68592,-0.0762291,0,0.785585
0,0,0,0,-0.358952,-0.47203,-0.292694,-1.98292,0.0434324,0,-0.753844,0,0,0,0.483019,0.928851,0.277406,1.68588,-0.076232,0,0.785569
0,0,0,0,-0.358855,-0.472993,-0.292534,-1.9828,0.0434339,0,-0.753901,0,0,0,0.482648,0.925079,0.277737,1.68563,-0.0761726,0,0.785611
0,0,0,0,-0.358913,-0.473907,-0.292498,-1.9826,0.0434222,0,-0.753898,0,0,0,0.482639,0.924544,0.277766,1.68538,-0.0761318,0,0.785615
0,0,0,0,-0.357717,-0.471295,-0.291739,-1.98008,0.0431487,0,-0.754109,0,0,0,0.483129,0.92187,0.278592,1.68256,-0.075837,0,0.785477
0,0,0,0,-0.357872,-0.471821,-0.29179,-1.97993,0.0431368,0,-0.754125,0,0,0,0.483227,0.921623,0.278672,1.68236,-0.0758103,0,0.785466
0,0,0,0,-0.358016,-0.472445,-0.291845,-1.97977,0.0431237,0,-0.754121,0,0,0,0.483315,0.921319,0.278749,1.68213,-0.0757767,0,0.785465
0,0,0,0,-0.358249,-0.473136,-0.291963,-1.97956,0.0431053,0,-0.754114,0,0,0,0.483487,0.921026,0.278871,1.68184,-0.0757337,0,0.785465
0,0,0,0,-0.354907,-0.461218,-0.289962,-1.97637,0.0425326,0,-0.754546,0,0,0,0.486876,0.915601,0.280272,1.67475,-0.0748423,0,0.785458
0,0,0,0,-0.355257,-0.461933,-0.290095,-1.97632,0.0425193,0,-0.754567,0,0,0,0.487182,0.91516,0.280371,1.67456,-0.0748043,0,0.785459
0,0,0,0,-0.352995,-0.452552,-0.289047,-1.97761,0.042502,0,-0.755021,0,0,0,0.489899,0.912084,0.282553,1.67356,-0.0747141,0,0.785449
0,0,0,0,-0.353526,-0.45348,-0.289312,-1.97741,0.0424693,0,-0.755041,0,0,0,0.490318,0.911685,0.282793,1.67316,-0.0746552,0,0.785445
0,0,0,0,-0.354596,-0.455478,-0.289977,-1.97703,0.0424354,0,-0.755022,0,0,0,0.491183,0.910818,0.283369,1.67238,-0.0745327,0,0.785445
0,0,0,0,-0.355168,-0.457078,-0.290422,-1.97647,0.0423814,0,-0.75524,0,0,0,0.491297,0.910248,0.284087,1.67192,-0.0745127,0,0.785513
0,0,0,0,-0.354924,-0.450385,-0.290573,-1.97395,0.0419549,0,-0.755101,0,0,0,0.496089,0.908856,0.28629,1.6705,-0.0741288,0,0.785271
0,0,0,0,-0.356371,-0.453569,-0.291475,-1.97266,0.0418074,0,-0.755279,0,0,0,0.496925,0.907974,0.287331,1.66892,-0.0739389,0,0.785312
0,0,0,0,-0.357107,-0.446715,-0.292165,-1.96617,0.0410469,0,-0.754641,0,0,0,0.504621,0.909351,0.290094,1.65905,-0.0727968,0,0.784868
0,0,0,0,-0.357988,-0.448566,-0.292631,-1.96557,0.0409853,0,-0.754588,0,0,0,0.505355,0.908752,0.290442,1.65803,-0.0726534,0,0.784844
0,0,0,0,-0.359708,-0.452533,-0.293609,-1.96419,0.0408495,0,-0.754536,0,0,0,0.506714,0.907539,0.291257,1.6558,-0.0723404,0,0.784841
0,0,0,0,-0.36511,-0.448432,-0.297754,-1.95499,0.0397427,0,-0.753447,0,0,0,0.515967,0.908033,0.296039,1.6497,-0.0715654,0,0.784615
0,0,0,0,-0.366077,-0.450583,-0.298266,-1.95424,0.039665,0,-0.75337,0,0,0,0.516747,0.907401,0.296468,1.64842,-0.0713873,0,0.784604
0,0,0,0,-0.366918,-0.452719,-0.298726,-1.9535,0.0395942,0,-0.753342,0,0,0,0.517407,0.906745,0.296867,1.64718,-0.0712162,0,0.784604
0,0,0,0,-0.402298,-0.444403,-0.268359,-1.93382,0.102129,0,-0.746991,0,0,0,0.522484,0.909747,0.31058,1.64653,-0.073075,0,0.795047
0,0,0,0,-0.404601,-0.446495,-0.267065,-1.93263,0.105238,0,-0.746856,0,0,0,0.52255,0.909185,0.311846,1.64512,-0.0729034,0,0.795531
0,0,0,0,-0.414807,-0.446751,-0.276294,-1.92764,0.102786,0,-0.749485,0,0,0,0.532761,0.912853,0.327063,1.64261,-0.0724588,0,0.795024
0,0,0,0,-0.467069,-0.558882,-0.297434,-1.78495,0.082536,0,-0.75277,0,0,0,0.541917,0.88922,0.373648,1.71659,-0.0167787,0,0.78814
0,0,0,0,-0.414252,-0.455023,-0.281586,-1.9256,0.0974314,0,-0.76295,0,0,0,0.532062,0.911719,0.33245,1.63809,-0.0692459,0,0.795662
0,0,0,0,-0.42615,-0.452184,-0.286579,-1.92423,0.0969668,0,-0.762825,0,0,0,0.545077,0.915177,0.33962,1.63441,-0.0718648,0,0.795728
0,0,0,0,-0.427209,-0.455064,-0.286893,-1.92308,0.0968638,0,-0.76281,0,0,0,0.545708,0.914281,0.339997,1.63284,-0.0717971,0,0.795767
